2020-02-26 10:29:17,647 [main] INFO  com.nt.controller.Start [StartupInfoLogger.java : 50] - Starting Start on DESKTOP-UK44IQC with PID 1512 (D:\China\Project\newparkcloud\controller\target\classes started by XL in D:\China\Project\newparkcloud)
2020-02-26 10:29:17,652 [main] INFO  com.nt.controller.Start [SpringApplication.java : 680] - No active profile set, falling back to default profiles: default
2020-02-26 10:29:17,719 [main] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext [AbstractApplicationContext.java : 590] - Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@4ba302e0: startup date [Wed Feb 26 10:29:17 CST 2020]; root of context hierarchy
2020-02-26 10:29:18,848 [main] INFO  o.s.b.f.s.DefaultListableBeanFactory [DefaultListableBeanFactory.java : 821] - Overriding bean definition for bean 'filterRegistrationBean' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=druidConfig; factoryMethodName=filterRegistrationBean; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [com/nt/controller/Config/DruidConfig.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=com.alibaba.druid.spring.boot.autoconfigure.DruidWebStatFilterConfiguration; factoryMethodName=filterRegistrationBean; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [com/alibaba/druid/spring/boot/autoconfigure/DruidWebStatFilterConfiguration.class]]
2020-02-26 10:29:19,485 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker [PostProcessorRegistrationDelegate.java : 326] - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$36f544af] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-02-26 10:29:20,241 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer [TomcatWebServer.java : 91] - Tomcat initialized with port(s): 5556 (http)
2020-02-26 10:29:20,257 [main] INFO  o.a.coyote.http11.Http11NioProtocol [DirectJDKLog.java : 180] - Initializing ProtocolHandler ["http-nio-5556"]
2020-02-26 10:29:20,273 [main] INFO  o.a.catalina.core.StandardService [DirectJDKLog.java : 180] - Starting service [Tomcat]
2020-02-26 10:29:20,274 [main] INFO  o.a.catalina.core.StandardEngine [DirectJDKLog.java : 180] - Starting Servlet Engine: Apache Tomcat/8.5.34
2020-02-26 10:29:20,280 [localhost-startStop-1] INFO  o.a.c.core.AprLifecycleListener [DirectJDKLog.java : 180] - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jdk-11.0.4\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files\Java\jdk-11.0.4\bin;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files\TortoiseSVN\bin;C:\Windows\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\130\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Microsoft SQL Server\130\DTS\Binn\;C:\Program Files (x86)\Microsoft SQL Server\Client SDK\ODBC\130\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\140\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\140\DTS\Binn\;C:\Program Files (x86)\Microsoft SQL Server\140\Tools\Binn\ManagementStudio\;C:\Program Files (x86)\GrapeCity\SAManager\;C:\Program Files (x86)\ActiveReportsNET9\DesignerLicense\;D:\China\Git\cmd;C:\Program Files\TortoiseGit\bin;C:\Program Files\nodejs\;C:\Users\XL\AppData\Local\Microsoft\WindowsApps;C:\Users\XL\AppData\Roaming\npm;.]
2020-02-26 10:29:20,466 [localhost-startStop-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] [DirectJDKLog.java : 180] - Initializing Spring embedded WebApplicationContext
2020-02-26 10:29:20,467 [localhost-startStop-1] INFO  o.s.web.context.ContextLoader [ServletWebServerApplicationContext.java : 285] - Root WebApplicationContext: initialization completed in 2748 ms
2020-02-26 10:29:20,624 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean [AbstractFilterRegistrationBean.java : 245] - Mapping filter: 'characterEncodingFilter' to: [/*]
2020-02-26 10:29:20,625 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean [AbstractFilterRegistrationBean.java : 245] - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2020-02-26 10:29:20,625 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean [AbstractFilterRegistrationBean.java : 245] - Mapping filter: 'httpPutFormContentFilter' to: [/*]
2020-02-26 10:29:20,625 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean [AbstractFilterRegistrationBean.java : 245] - Mapping filter: 'requestContextFilter' to: [/*]
2020-02-26 10:29:20,626 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean [AbstractFilterRegistrationBean.java : 245] - Mapping filter: 'corsFilter' to: [/*]
2020-02-26 10:29:20,626 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean [AbstractFilterRegistrationBean.java : 258] - Mapping filter: 'webStatFilter' to urls: [/*]
2020-02-26 10:29:20,626 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean [ServletRegistrationBean.java : 187] - Servlet statViewServlet mapped to [/druid/*]
2020-02-26 10:29:20,628 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean [ServletRegistrationBean.java : 187] - Servlet dispatcherServlet mapped to [/]
2020-02-26 10:29:20,628 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean [ServletRegistrationBean.java : 187] - Servlet statViewServlet mapped to [/druid/*]
2020-02-26 10:29:20,628 [localhost-startStop-1] INFO  o.s.b.web.servlet.RegistrationBean [DynamicRegistrationBean.java : 111] - Servlet statViewServlet was not registered (possibly already registered?)
